source,lender_TopRSSDID,lender_TopName,lender_TopName_lower,normalized_name_x,fuzzy_matched_name,id,date,fed_district_code,charter_type,city,country,parent_id,lei,name_legal,name,org_type,fed_regulator,state,name_legal_lower,normalized_name_y
1.0,5331286,PLAINS COMMERCE FINANCIAL INC,plains commerce financial inc,plains commerce financial incorporated,commerce national financial services incorporated,1838974,20171231,11,500,LUBBOCK,UNITED STATES,0,0,"COMMERCE NATIONAL FINANCIAL SERVICES, INC.",COMMERCE NAT FNCL SVC,1,FRS,TX,"commerce national financial services, inc.",commerce national financial services incorporated
1.0,f111,CITIZENS BANK,citizens bank,citizens bank,citizens bancorp,2519038,20171231,12,500,CORVALLIS,UNITED STATES,0,0,CITIZENS BANCORP,CITIZENS BC,1,FRS,OR,citizens bancorp,citizens bancorp
1.0,f111,CITIZENS BANK,citizens bank,citizens bank,citizens bancorp,2608110,20171231,2,500,HAGATNA,GUAM,0,0,CITIZENS BANCORP,CITIZENS BC,1,FRS,GU,citizens bancorp,citizens bancorp
1.0,f123,CMH INC,cmh inc,cmh incorporated,cbc incorporated,1106628,20171231,11,500,CLOVIS,UNITED STATES,0,0,"CBC, INC.",CBC,1,FRS,NM,"cbc, inc.",cbc incorporated
1.0,f1275216,AMERICAN EXPRESS COMPANY,american express company,american express company,american express company,1275216,20171231,2,720,NEW YORK,UNITED STATES,0,R4PP93JZOLY261QX3811,AMERICAN EXPRESS COMPANY,AMERICAN EXPRESS CO,1,FRS,NY,american express company,american express company
1.0,f133,COMMERCIAL BANK,commercial bank,commercial bank,commercial bancorp,3108439,20171231,10,500,PINE BLUFFS,UNITED STATES,0,0,COMMERCIAL BANCORP,COMMERCIAL BC,1,FRS,WY,commercial bancorp,commercial bancorp
1.0,f134,COMMUNITY BANK,community bank,community bank,community bancorp,1115040,20171231,1,500,DERBY,UNITED STATES,0,0,COMMUNITY BANCORP,COMMUNITY BC,1,FRS,VT,community bancorp,community bancorp
1.0,f134,COMMUNITY BANK,community bank,community bank,community bancorp,1210347,20171231,7,500,ROYAL CENTER,UNITED STATES,0,0,COMMUNITY BANCORP,COMMUNITY BC,1,FRS,IN,community bancorp,community bancorp
1.0,f145,CSC CAPTAIL CORPORATION,csc captail corporation,csc captail corporation,ctbc capital corporation,1486517,20171231,12,500,LOS ANGELES,UNITED STATES,0,0,CTBC CAPITAL CORP.,CTBC CAP CORP,1,FRS,CA,ctbc capital corp.,ctbc capital corporation
1.0,f165,ECN CAPITAL CORP,ecn capital corp,ecn capital corporation,icon capital corporation,4114071,20171231,11,500,HOUSTON,UNITED STATES,0,0,ICON CAPITAL CORPORATION,ICON CAP CORP,1,FRS,TX,icon capital corporation,icon capital corporation
1.0,f167,EF HOLDCO INC,ef holdco inc,ef holdco incorporated,elkcorp incorporated,1248041,20171231,10,500,CLYDE,UNITED STATES,0,0,"ELKCORP, INC.",ELKCORP,1,FRS,KS,"elkcorp, inc.",elkcorp incorporated
1.0,f182,FARMERS & MERCHANTS BANK,farmers & merchants bank,farmers merchants bank,farmers merchants bancorp,2781910,20171231,12,500,LODI,UNITED STATES,0,0,FARMERS & MERCHANTS BANCORP,FARMERS & MRCH BC,1,FRS,CA,farmers & merchants bancorp,farmers merchants bancorp
3.0,f184,FARMERS AND MERCHANTS BANK,farmers and merchants bank,farmers and merchants bank,farmers and merchants bancorp,1245321,20171231,7,500,WINTERSET,UNITED STATES,0,0,FARMERS AND MERCHANTS BANCORP,FARMERS & MRCHS BC,1,FRS,IA,farmers and merchants bancorp,farmers and merchants bancorp
1.0,f210,FIRST NATIONAL BANK,first national bank,first national bank,first national bancorp,2247498,20171231,7,500,SHENANDOAH,UNITED STATES,0,0,FIRST NATIONAL BANCORP,FIRST NAT BC,1,FRS,IA,first national bancorp,first national bancorp
1.0,f212,FIRST NILES FINANCIAL INC,first niles financial inc,first niles financial incorporated,first niles financial incorporated,3828634,20171231,4,500,NILES,UNITED STATES,0,0,"FIRST NILES FINANCIAL, INC.",FIRST NILES FINANCIAL INC,1,FRS,OH,"first niles financial, inc.",first niles financial incorporated
1.0,f221,FIVE STAR BANK,five star bank,five star bank,five star bancorp,3162927,20171231,12,500,SACRAMENTO,UNITED STATES,0,5493008ZRBIHKWC0JA73,FIVE STAR BANCORP,FIVE STAR BC,1,FRS,CA,five star bancorp,five star bancorp
1.0,f222,FLORIDA FINANCIAL INSTITUTE INC,florida financial institute inc,florida financial institute incorporated,financial institutions incorporated,1032464,20171231,2,500,WARSAW,UNITED STATES,0,0,"FINANCIAL INSTITUTIONS, INC.",FINANCIAL INST,1,FRS,NY,"financial institutions, inc.",financial institutions incorporated
1.0,f227,FREEDOM BANK,freedom bank,freedom bank,freedom bancorp,3575787,20171231,8,500,HUNTINGBURG,UNITED STATES,0,0,FREEDOM BANCORP,FREEDOM BC,1,FRS,IN,freedom bancorp,freedom bancorp
1.0,f238,GLOBAL MERCHANT TRUST INC,global merchant trust inc,global merchant trust incorporated,merchants trust incorporated,1085107,20171231,6,500,JACKSON,UNITED STATES,0,0,"MERCHANTS TRUST, INC.",MERCHANTS TR,1,FRS,AL,"merchants trust, inc.",merchants trust incorporated
3.0,f256,HATTERAS FINANCIAL CORP,hatteras financial corp,hatteras financial corporation,haines financial corporation,3256134,20171231,10,500,OKLAHOMA CITY,UNITED STATES,0,0,HAINES FINANCIAL CORP,HAINES FC,1,FRS,OK,haines financial corp,haines financial corporation
1.0,f258,HEARTLAND BANK,heartland bank,heartland bank,heartland banccorp,1399073,20171231,4,500,GAHANNA,UNITED STATES,0,0,HEARTLAND BANCCORP,HEARTLAND BC,1,FRS,OH,heartland banccorp,heartland banccorp
1.0,f28,AMERICAN FINANCIAL RESOURCES INC,american financial resources inc,american financial resources incorporated,ambanc financial services incorporated,1210682,20171231,7,500,BEAVER DAM,UNITED STATES,0,0,"AMBANC FINANCIAL SERVICES, INC.",AMBANC FS,1,FRS,WI,"ambanc financial services, inc.",ambanc financial services incorporated
1.0,f317,LIBERTY BANK,liberty bank,liberty bank,liberty bancorp,2942832,20171231,12,500,SOUTH SAN FRANCISCO,UNITED STATES,0,0,LIBERTY BANCORP,LIBERTY BC,1,FRS,CA,liberty bancorp,liberty bancorp
1.0,f325,MACQUARIE INVESTMENTS US INC,macquarie investments us inc,macquarie investments us incorporated,lauritzen investments incorporated,2911931,20171231,10,500,OMAHA,UNITED STATES,0,0,"LAURITZEN INVESTMENTS, INCORPORATED",LAURITZEN INV,1,FRS,NE,"lauritzen investments, incorporated",lauritzen investments incorporated
1.0,f3474237,CREDIGY USA CORP,credigy usa corp,credigy usa corporation,db usa corporation,2816906,20171231,2,500,NEW YORK,UNITED STATES,0,529900RO45LRDMWLRI57,DB USA CORPORATION,DB USA CORP,1,FRS,NY,db usa corporation,db usa corporation
1.0,f376,NATIONAL BANK HOLDINGS CORPORATION,national bank holdings corporation,national bank holdings corporation,national bank holdings corporation,3973888,20171231,10,500,GREENWOOD VILLAGE,UNITED STATES,0,0,NATIONAL BANK HOLDINGS CORPORATION,NATIONAL BK HOLDS CORP,1,FRS,CO,national bank holdings corporation,national bank holdings corporation
1.0,f378,NATIONAL COOPERATIVE BANKS,national cooperative banks,national cooperative banks,national consumer cooperative bank,2398082,20171231,5,500,WASHINGTON,UNITED STATES,0,0,NATIONAL CONSUMER COOPERATIVE BANK,NATIONAL CONSUMER CO-OP BK,1,FRS,DC,national consumer cooperative bank,national consumer cooperative bank
1.0,f397,NVR INC,nvr inc,nvr incorporated,rbc incorporated,2526755,20171231,6,500,DEMOPOLIS,UNITED STATES,0,0,"RBC, INC.",RBC,1,FRS,AL,"rbc, inc.",rbc incorporated
1.0,f4182799,"BEST MORTGAGE, INC.","best mortgage, inc.",best mortgage incorporated,portage bancshares incorporated,2668589,20171231,4,500,RAVENNA,UNITED STATES,0,0,"PORTAGE BANCSHARES, INC.",PORTAGE BSHRS,1,FRS,OH,"portage bancshares, inc.",portage bancshares incorporated
2.0,f424,PEOPLE'S BANK,people's bank,peoples bank,peoples bancorp,1030947,20171231,12,500,BELLINGHAM,UNITED STATES,0,0,PEOPLES BANCORP,PEOPLES BC,1,FRS,WA,peoples bancorp,peoples bancorp
2.0,f424,PEOPLE'S BANK,people's bank,peoples bank,peoples bancorp,1249646,20171231,7,500,ROCK VALLEY,UNITED STATES,0,0,PEOPLES BANCORP,PEOPLES BC,1,FRS,IA,peoples bancorp,peoples bancorp
1.0,f428,PEOPLES BANK,peoples bank,peoples bank,peoples bancorp,1030947,20171231,12,500,BELLINGHAM,UNITED STATES,0,0,PEOPLES BANCORP,PEOPLES BC,1,FRS,WA,peoples bancorp,peoples bancorp
1.0,f428,PEOPLES BANK,peoples bank,peoples bank,peoples bancorp,1249646,20171231,7,500,ROCK VALLEY,UNITED STATES,0,0,PEOPLES BANCORP,PEOPLES BC,1,FRS,IA,peoples bancorp,peoples bancorp
1.0,f462,RKT HOLDINGS LLC,rkt holdings llc,rkt holdings llc,pnbk holdings llc,4132084,20171231,2,500,STAMFORD,UNITED STATES,0,0,PNBK HOLDINGS LLC,PNBK HOLDS LLC,11,FRS,CT,pnbk holdings llc,pnbk holdings llc
1.0,f464,ROCK HOLDINGS INC,rock holdings inc,rock holdings incorporated,york holdings incorporated,4771997,20171231,10,500,OMAHA,UNITED STATES,0,0,"YORK HOLDINGS, INC.",YORK HOLDS,1,FRS,NE,"york holdings, inc.",york holdings incorporated
3.0,f47,ARES CAPITAL CORPORATION,ares capital corporation,ares capital corporation,bankers capital corporation,1051353,20171231,10,500,LUSK,UNITED STATES,0,0,BANKERS CAPITAL CORPORATION,BANKERS CAP CORP,1,FRS,WY,bankers capital corporation,bankers capital corporation
3.0,f503,SPRINGLEAF FINANCIAL SERVICES INC,springleaf financial services inc,springleaf financial services incorporated,financial services of winger incorporated,1127276,20171231,9,500,WINGER,UNITED STATES,0,0,"FINANCIAL SERVICES OF WINGER, INC.",FINANCIAL SVC OF WINGER,1,FRS,MN,"financial services of winger, inc.",financial services of winger incorporated
1.0,f527,TFS INC,tfs inc,tfs incorporated,wfsb incorporated,3831335,20171231,4,500,WASHINGTON,UNITED STATES,3831326,0,"WFSB, INC.",WFSB INC,1,FRS,PA,"wfsb, inc.",wfsb incorporated
1.0,f534,THE VILLAGES HOLDING CO,the villages holding co,the villages holding company,janesville holding company,1124284,20171231,9,500,JANESVILLE,UNITED STATES,0,0,JANESVILLE HOLDING COMPANY,JANESVILLE HC,1,FRS,MN,janesville holding company,janesville holding company
1.0,f582,WESTAR CORPORATION,westar corporation,westar corporation,minnwest corporation,1141348,20171231,9,500,MINNETONKA,UNITED STATES,0,0,MINNWEST CORPORATION,MINNWEST CORP,1,FRS,MN,minnwest corporation,minnwest corporation
1.0,f586,WESTSTAR MORTGAGE CORP,weststar mortgage corp,weststar mortgage corporation,first western mortgage corporation,3821372,20171231,11,500,FORT WORTH,UNITED STATES,0,0,FIRST WESTERN MORTGAGE CORPORATION,FIRST WESTERN MTG CORP,1,FRS,TX,first western mortgage corporation,first western mortgage corporation
1.0,f66,BANKTRUST FINANCIAL CORP,banktrust financial corp,banktrust financial corporation,alerus financial corporation,2067007,20171231,9,500,GRAND FORKS,UNITED STATES,0,5493008BXLBPPELQ3G57,ALERUS FINANCIAL CORPORATION,ALERUS FC,1,FRS,ND,alerus financial corporation,alerus financial corporation
1.0,f84,BRIGHTON BANK,brighton bank,brighton bank,brighton bancorp,1027947,20171231,12,500,SALT LAKE CITY,UNITED STATES,0,0,BRIGHTON BANCORP,BRIGHTON BC,1,FRS,UT,brighton bancorp,brighton bancorp
3.0,f95,CALLIDUS CAPITAL CORPORATION,callidus capital corporation,callidus capital corporation,bankfirst capital corporation,1247455,20171231,8,500,MACON,UNITED STATES,0,0,BANKFIRST CAPITAL CORPORATION,BANKFIRST CAP CORP,1,FRS,MS,bankfirst capital corporation,bankfirst capital corporation
3.0,f968744,FIRST CHOICE BANK,first choice bank,first choice bank,first choice bancorp,5163003,20171231,12,500,CERRITOS,UNITED STATES,0,54930094NOEN2QWZWW84,FIRST CHOICE BANCORP,FIRST CHOICE BC,1,FRS,CA,first choice bancorp,first choice bancorp
